month,year,language,popularity,hex
October,2012,Perl,2.11,#113E62
October,2012,PHP,14.96,#7277AD
October,2012,Python,8.28,#336994
October,2012,R,1.77,#2566B5
October,2012,Ruby,2.69,#B01E00
October,2012,Rust,0.08,#000000
October,2012,Scala,0.4,#DE3424
October,2012,Swift,0,#E94F37
October,2012,TypeScript,0,#3178C6
October,2012,VBA,2.07,#93217F
October,2012,Visual Basic,3.7800000000000002,NA
November,2012,Abap,0.6799999999999999,#06A9EA
November,2012,Ada,0.24,#101EC8
November,2012,C/C++,8.84,#00599C
November,2012,C#,9.43,#813084
November,2012,Cobol,0.32,#1D1063
November,2012,Dart,0.11,#2DB6F6
November,2012,Delphi,0.8099999999999999,#F32835
November,2012,Go,0.08,#66D0DE
November,2012,Groovy,0.4,#619CBC
November,2012,Haskell,0.27,#8F4E8B
November,2012,Java,26.88,#F8981E
November,2012,JavaScript,7.12,#F3D23C
November,2012,Julia,0.13999999999999999,#369325
November,2012,Kotlin,0.01,#7F52FF
November,2012,Lua,0.67,#0F007C
November,2012,Matlab,3.01,#F0800E
November,2012,Objective-C,4.9,#AFB6CA
November,2012,Perl,2.06,#113E62
November,2012,PHP,14.760000000000002,#7277AD
November,2012,Python,8.35,#336994
November,2012,R,1.83,#2566B5
November,2012,Ruby,2.77,#B01E00
November,2012,Rust,0.09,#000000
November,2012,Scala,0.41000000000000003,#DE3424
November,2012,Swift,0,#E94F37
November,2012,TypeScript,0.02,#3178C6
November,2012,VBA,2.07,#93217F
November,2012,Visual Basic,3.73,NA
December,2012,Abap,0.69,#06A9EA
December,2012,Ada,0.25,#101EC8
December,2012,C/C++,8.68,#00599C
December,2012,C#,9.58,#813084
December,2012,Cobol,0.32,#1D1063
December,2012,Dart,0.11,#2DB6F6
December,2012,Delphi,0.83,#F32835
December,2012,Go,0.09,#66D0DE
December,2012,Groovy,0.4,#619CBC
December,2012,Haskell,0.29,#8F4E8B
December,2012,Java,26.85,#F8981E
December,2012,JavaScript,7.1,#F3D23C
December,2012,Julia,0.13999999999999999,#369325
December,2012,Kotlin,0.01,#7F52FF
December,2012,Lua,0.6799999999999999,#0F007C
December,2012,Matlab,3.0700000000000003,#F0800E
December,2012,Objective-C,4.91,#AFB6CA
December,2012,Perl,2.11,#113E62
December,2012,PHP,14.499999999999998,#7277AD
December,2012,Python,8.44,#336994
December,2012,R,1.8800000000000001,#2566B5
December,2012,Ruby,2.77,#B01E00
December,2012,Rust,0.1,#000000
December,2012,Scala,0.41000000000000003,#DE3424
December,2012,Swift,0,#E94F37
December,2012,TypeScript,0.03,#3178C6
December,2012,VBA,2.07,#93217F
December,2012,Visual Basic,3.6799999999999997,NA
January,2013,Abap,0.65,#06A9EA
January,2013,Ada,0.25,#101EC8
January,2013,C/C++,8.74,#00599C
January,2013,C#,9.54,#813084
January,2013,Cobol,0.31,#1D1063
January,2013,Dart,0.12,#2DB6F6
January,2013,Delphi,0.8099999999999999,#F32835
January,2013,Go,0.08,#66D0DE
January,2013,Groovy,0.38,#619CBC
January,2013,Haskell,0.29,#8F4E8B
January,2013,Java,26.700000000000003,#F8981E
January,2013,JavaScript,7.1499999999999995,#F3D23C
January,2013,Julia,0.13999999999999999,#369325
January,2013,Kotlin,0.01,#7F52FF
January,2013,Lua,0.7000000000000001,#0F007C
January,2013,Matlab,3.09,#F0800E
January,2013,Objective-C,5.06,#AFB6CA
January,2013,Perl,2.08,#113E62
January,2013,PHP,14.37,#7277AD
January,2013,Python,8.62,#336994
January,2013,R,1.8900000000000001,#2566B5
January,2013,Ruby,2.81,#B01E00
January,2013,Rust,0.09,#000000
January,2013,Scala,0.41000000000000003,#DE3424
January,2013,Swift,0,#E94F37
January,2013,TypeScript,0.04,#3178C6
January,2013,VBA,1.96,#93217F
January,2013,Visual Basic,3.6999999999999997,NA
February,2013,Abap,0.6,#06A9EA
February,2013,Ada,0.24,#101EC8
February,2013,C/C++,8.690000000000001,#00599C
February,2013,C#,9.56,#813084
February,2013,Cobol,0.29,#1D1063
February,2013,Dart,0.12,#2DB6F6
February,2013,Delphi,0.76,#F32835
February,2013,Go,0.08,#66D0DE
February,2013,Groovy,0.36,#619CBC
February,2013,Haskell,0.27999999999999997,#8F4E8B
February,2013,Java,26.91,#F8981E
February,2013,JavaScript,7.08,#F3D23C
February,2013,Julia,0.13,#369325
February,2013,Kotlin,0.01,#7F52FF
February,2013,Lua,0.69,#0F007C
February,2013,Matlab,3.0700000000000003,#F0800E
February,2013,Objective-C,5.18,#AFB6CA
February,2013,Perl,2.01,#113E62
February,2013,PHP,14.399999999999999,#7277AD
February,2013,Python,8.870000000000001,#336994
February,2013,R,1.8800000000000001,#2566B5
February,2013,Ruby,2.76,#B01E00
February,2013,Rust,0.09,#000000
February,2013,Scala,0.41000000000000003,#DE3424
February,2013,Swift,0,#E94F37
February,2013,TypeScript,0.05,#3178C6
February,2013,VBA,1.82,#93217F
February,2013,Visual Basic,3.65,NA
March,2013,Abap,0.61,#06A9EA
March,2013,Ada,0.22999999999999998,#101EC8
March,2013,C/C++,8.52,#00599C
March,2013,C#,9.53,#813084
March,2013,Cobol,0.29,#1D1063
March,2013,Dart,0.13,#2DB6F6
March,2013,Delphi,0.7799999999999999,#F32835
March,2013,Go,0.08,#66D0DE
March,2013,Groovy,0.38,#619CBC
March,2013,Haskell,0.27999999999999997,#8F4E8B
March,2013,Java,26.77,#F8981E
March,2013,JavaScript,7.12,#F3D23C
March,2013,Julia,0.13,#369325
March,2013,Kotlin,0.01,#7F52FF
March,2013,Lua,0.69,#0F007C
March,2013,Matlab,3.1199999999999997,#F0800E
March,2013,Objective-C,5.4,#AFB6CA
March,2013,Perl,1.92,#113E62
March,2013,PHP,14.37,#7277AD
March,2013,Python,9,#336994
March,2013,R,1.9,#2566B5
March,2013,Ruby,2.7199999999999998,#B01E00
March,2013,Rust,0.09,#000000
March,2013,Scala,0.43,#DE3424
March,2013,Swift,0,#E94F37
March,2013,TypeScript,0.08,#3178C6
March,2013,VBA,1.82,#93217F
March,2013,Visual Basic,3.5999999999999996,NA
April,2013,Abap,0.63,#06A9EA
April,2013,Ada,0.24,#101EC8
April,2013,C/C++,8.39,#00599C
April,2013,C#,9.54,#813084
April,2013,Cobol,0.31,#1D1063
April,2013,Dart,0.13,#2DB6F6
April,2013,Delphi,0.7799999999999999,#F32835
April,2013,Go,0.09,#66D0DE
April,2013,Groovy,0.38,#619CBC
April,2013,Haskell,0.27,#8F4E8B
April,2013,Java,26.650000000000002,#F8981E
April,2013,JavaScript,7.22,#F3D23C
April,2013,Julia,0.13999999999999999,#369325
April,2013,Kotlin,0.01,#7F52FF
April,2013,Lua,0.7000000000000001,#0F007C
April,2013,Matlab,3.2099999999999995,#F0800E
April,2013,Objective-C,5.41,#AFB6CA
April,2013,Perl,1.91,#113E62
April,2013,PHP,14.180000000000001,#7277AD
April,2013,Python,9.17,#336994
April,2013,R,1.97,#2566B5
April,2013,Ruby,2.74,#B01E00
April,2013,Rust,0.09,#000000
April,2013,Scala,0.44999999999999996,#DE3424
April,2013,Swift,0,#E94F37
April,2013,TypeScript,0.09,#3178C6
April,2013,VBA,1.83,#93217F
April,2013,Visual Basic,3.4799999999999995,NA
May,2013,Abap,0.61,#06A9EA
May,2013,Ada,0.24,#101EC8
May,2013,C/C++,8.19,#00599C
May,2013,C#,9.75,#813084
May,2013,Cobol,0.33,#1D1063
May,2013,Dart,0.13,#2DB6F6
May,2013,Delphi,0.7799999999999999,#F32835
May,2013,Go,0.09,#66D0DE
May,2013,Groovy,0.4,#619CBC
May,2013,Haskell,0.27999999999999997,#8F4E8B
May,2013,Java,26.46,#F8981E
May,2013,JavaScript,7.35,#F3D23C
May,2013,Julia,0.13,#369325
May,2013,Kotlin,0,#7F52FF
May,2013,Lua,0.7100000000000001,#0F007C
May,2013,Matlab,3.2,#F0800E
May,2013,Objective-C,5.4,#AFB6CA
May,2013,Perl,1.91,#113E62
May,2013,PHP,14.27,#7277AD
May,2013,Python,9.36,#336994
May,2013,R,1.9800000000000002,#2566B5
May,2013,Ruby,2.68,#B01E00
May,2013,Rust,0.08,#000000
May,2013,Scala,0.45999999999999996,#DE3424
May,2013,Swift,0,#E94F37
May,2013,TypeScript,0.08,#3178C6
May,2013,VBA,1.7399999999999998,#93217F
May,2013,Visual Basic,3.38,NA
June,2013,Abap,0.58,#06A9EA
June,2013,Ada,0.22999999999999998,#101EC8
June,2013,C/C++,8.129999999999999,#00599C
June,2013,C#,9.82,#813084
June,2013,Cobol,0.33,#1D1063
June,2013,Dart,0.13,#2DB6F6
June,2013,Delphi,0.75,#F32835
June,2013,Go,0.1,#66D0DE
June,2013,Groovy,0.38999999999999996,#619CBC
June,2013,Haskell,0.27999999999999997,#8F4E8B
June,2013,Java,26.41,#F8981E
June,2013,JavaScript,7.55,#F3D23C
June,2013,Julia,0.12,#369325
June,2013,Kotlin,0,#7F52FF
June,2013,Lua,0.7000000000000001,#0F007C
June,2013,Matlab,3.17,#F0800E
June,2013,Objective-C,5.37,#AFB6CA
June,2013,Perl,1.83,#113E62
June,2013,PHP,14.32,#7277AD
June,2013,Python,9.56,#336994
June,2013,R,1.9900000000000002,#2566B5
June,2013,Ruby,2.7199999999999998,#B01E00
June,2013,Rust,0.06999999999999999,#000000
June,2013,Scala,0.45999999999999996,#DE3424
June,2013,Swift,0,#E94F37
June,2013,TypeScript,0.08,#3178C6
June,2013,VBA,1.63,#93217F
June,2013,Visual Basic,3.25,NA
July,2013,Abap,0.58,#06A9EA
July,2013,Ada,0.22,#101EC8
July,2013,C/C++,7.95,#00599C
July,2013,C#,10,#813084
July,2013,Cobol,0.33,#1D1063
July,2013,Dart,0.13,#2DB6F6
July,2013,Delphi,0.72,#F32835
July,2013,Go,0.1,#66D0DE
July,2013,Groovy,0.38999999999999996,#619CBC
July,2013,Haskell,0.29,#8F4E8B
July,2013,Java,26.529999999999998,#F8981E
July,2013,JavaScript,7.62,#F3D23C
July,2013,Julia,0.12,#369325
July,2013,Kotlin,0,#7F52FF
July,2013,Lua,0.6799999999999999,#0F007C
July,2013,Matlab,3.1300000000000003,#F0800E
July,2013,Objective-C,5.319999999999999,#AFB6CA
July,2013,Perl,1.82,#113E62
July,2013,PHP,14.31,#7277AD
July,2013,Python,9.71,#336994
July,2013,R,1.95,#2566B5
July,2013,Ruby,2.6599999999999997,#B01E00
July,2013,Rust,0.08,#000000
July,2013,Scala,0.45999999999999996,#DE3424
July,2013,Swift,0,#E94F37
July,2013,TypeScript,0.08,#3178C6
July,2013,VBA,1.6199999999999999,#93217F
July,2013,Visual Basic,3.19,NA
August,2013,Abap,0.63,#06A9EA
August,2013,Ada,0.22999999999999998,#101EC8
August,2013,C/C++,7.920000000000001,#00599C
August,2013,C#,9.969999999999999,#813084
August,2013,Cobol,0.33999999999999997,#1D1063
August,2013,Dart,0.12,#2DB6F6
August,2013,Delphi,0.74,#F32835
August,2013,Go,0.11,#66D0DE
August,2013,Groovy,0.4,#619CBC
August,2013,Haskell,0.3,#8F4E8B
August,2013,Java,26.36,#F8981E
August,2013,JavaScript,7.76,#F3D23C
August,2013,Julia,0.13,#369325
August,2013,Kotlin,0,#7F52FF
August,2013,Lua,0.6799999999999999,#0F007C
August,2013,Matlab,3.1399999999999997,#F0800E
August,2013,Objective-C,5.36,#AFB6CA
August,2013,Perl,1.87,#113E62
August,2013,PHP,14.08,#7277AD
August,2013,Python,9.67,#336994
August,2013,R,2,#2566B5
August,2013,Ruby,2.76,#B01E00
August,2013,Rust,0.08,#000000
August,2013,Scala,0.5,#DE3424
August,2013,Swift,0,#E94F37
August,2013,TypeScript,0.1,#3178C6
August,2013,VBA,1.6400000000000001,#93217F
August,2013,Visual Basic,3.09,NA
September,2013,Abap,0.62,#06A9EA
September,2013,Ada,0.25,#101EC8
September,2013,C/C++,7.9399999999999995,#00599C
September,2013,C#,9.92,#813084
September,2013,Cobol,0.35000000000000003,#1D1063
September,2013,Dart,0.12,#2DB6F6
September,2013,Delphi,0.7000000000000001,#F32835
September,2013,Go,0.11,#66D0DE
September,2013,Groovy,0.38,#619CBC
September,2013,Haskell,0.3,#8F4E8B
September,2013,Java,26.41,#F8981E
September,2013,JavaScript,7.76,#F3D23C
September,2013,Julia,0.13999999999999999,#369325
September,2013,Kotlin,0.01,#7F52FF
September,2013,Lua,0.66,#0F007C
September,2013,Matlab,3.09,#F0800E
September,2013,Objective-C,5.36,#AFB6CA
September,2013,Perl,1.8599999999999999,#113E62
September,2013,PHP,13.969999999999999,#7277AD
September,2013,Python,9.85,#336994
September,2013,R,2.06,#2566B5
September,2013,Ruby,2.78,#B01E00
September,2013,Rust,0.08,#000000
September,2013,Scala,0.52,#DE3424
September,2013,Swift,0,#E94F37
September,2013,TypeScript,0.09,#3178C6
September,2013,VBA,1.6199999999999999,#93217F
September,2013,Visual Basic,3.0300000000000002,NA
October,2013,Abap,0.61,#06A9EA
October,2013,Ada,0.24,#101EC8
October,2013,C/C++,7.89,#00599C
October,2013,C#,9.92,#813084
October,2013,Cobol,0.33999999999999997,#1D1063
October,2013,Dart,0.12,#2DB6F6
October,2013,Delphi,0.6799999999999999,#F32835
October,2013,Go,0.12,#66D0DE
October,2013,Groovy,0.38,#619CBC
October,2013,Haskell,0.3,#8F4E8B
October,2013,Java,26.200000000000003,#F8981E
October,2013,JavaScript,7.6,#F3D23C
October,2013,Julia,0.15,#369325
October,2013,Kotlin,0,#7F52FF
October,2013,Lua,0.66,#0F007C
October,2013,Matlab,3.01,#F0800E
October,2013,Objective-C,5.88,#AFB6CA
October,2013,Perl,1.8499999999999999,#113E62
October,2013,PHP,13.83,#7277AD
October,2013,Python,9.85,#336994
October,2013,R,2.09,#2566B5
October,2013,Ruby,2.86,#B01E00
October,2013,Rust,0.09,#000000
October,2013,Scala,0.5499999999999999,#DE3424
October,2013,Swift,0,#E94F37
October,2013,TypeScript,0.1,#3178C6
October,2013,VBA,1.6199999999999999,#93217F
October,2013,Visual Basic,3.06,NA
November,2013,Abap,0.58,#06A9EA
November,2013,Ada,0.26,#101EC8
November,2013,C/C++,8.05,#00599C
November,2013,C#,9.8,#813084
November,2013,Cobol,0.33,#1D1063
November,2013,Dart,0.11,#2DB6F6
November,2013,Delphi,0.65,#F32835
November,2013,Go,0.12,#66D0DE
November,2013,Groovy,0.38,#619CBC
November,2013,Haskell,0.3,#8F4E8B
November,2013,Java,26.540000000000003,#F8981E
November,2013,JavaScript,7.48,#F3D23C
November,2013,Julia,0.15,#369325
November,2013,Kotlin,0,#7F52FF
November,2013,Lua,0.61,#0F007C
November,2013,Matlab,3,#F0800E
November,2013,Objective-C,6.140000000000001,#AFB6CA
November,2013,Perl,1.79,#113E62
November,2013,PHP,13.600000000000001,#7277AD
November,2013,Python,9.89,#336994
November,2013,R,2.09,#2566B5
November,2013,Ruby,2.75,#B01E00
November,2013,Rust,0.08,#000000
November,2013,Scala,0.5599999999999999,#DE3424
November,2013,Swift,0,#E94F37
November,2013,TypeScript,0.1,#3178C6
November,2013,VBA,1.5699999999999998,#93217F
November,2013,Visual Basic,3.09,NA
December,2013,Abap,0.62,#06A9EA
December,2013,Ada,0.27999999999999997,#101EC8
December,2013,C/C++,8.110000000000001,#00599C
December,2013,C#,9.78,#813084
December,2013,Cobol,0.32,#1D1063
December,2013,Dart,0.12,#2DB6F6
December,2013,Delphi,0.66,#F32835
December,2013,Go,0.12,#66D0DE
December,2013,Groovy,0.41000000000000003,#619CBC
December,2013,Haskell,0.31,#8F4E8B
December,2013,Java,26.47,#F8981E
December,2013,JavaScript,7.340000000000001,#F3D23C
December,2013,Julia,0.15,#369325
December,2013,Kotlin,0,#7F52FF
December,2013,Lua,0.6,#0F007C
December,2013,Matlab,3.01,#F0800E
December,2013,Objective-C,6.36,#AFB6CA
December,2013,Perl,1.76,#113E62
December,2013,PHP,13.36,#7277AD
December,2013,Python,9.82,#336994
December,2013,R,2.12,#2566B5
December,2013,Ruby,2.69,#B01E00
December,2013,Rust,0.09,#000000
December,2013,Scala,0.62,#DE3424
December,2013,Swift,0,#E94F37
December,2013,TypeScript,0.1,#3178C6
December,2013,VBA,1.6400000000000001,#93217F
December,2013,Visual Basic,3.1300000000000003,NA
January,2014,Abap,0.62,#06A9EA
January,2014,Ada,0.27999999999999997,#101EC8
January,2014,C/C++,8.15,#00599C
January,2014,C#,9.73,#813084
January,2014,Cobol,0.33,#1D1063
January,2014,Dart,0.13999999999999999,#2DB6F6
January,2014,Delphi,0.66,#F32835
January,2014,Go,0.13,#66D0DE
January,2014,Groovy,0.43,#619CBC
January,2014,Haskell,0.31,#8F4E8B
January,2014,Java,26.26,#F8981E
January,2014,JavaScript,7.359999999999999,#F3D23C
January,2014,Julia,0.16,#369325
January,2014,Kotlin,0,#7F52FF
January,2014,Lua,0.6,#0F007C
January,2014,Matlab,3.04,#F0800E
January,2014,Objective-C,6.5,#AFB6CA
January,2014,Perl,1.71,#113E62
January,2014,PHP,13.18,#7277AD
January,2014,Python,9.950000000000001,#336994
January,2014,R,2.17,#2566B5
January,2014,Ruby,2.71,#B01E00
January,2014,Rust,0.12,#000000
January,2014,Scala,0.65,#DE3424
January,2014,Swift,0,#E94F37
January,2014,TypeScript,0.11,#3178C6
January,2014,VBA,1.67,#93217F
January,2014,Visual Basic,3.0300000000000002,NA
February,2014,Abap,0.61,#06A9EA
February,2014,Ada,0.31,#101EC8
February,2014,C/C++,8.17,#00599C
February,2014,C#,9.65,#813084
February,2014,Cobol,0.33999999999999997,#1D1063
February,2014,Dart,0.16,#2DB6F6
February,2014,Delphi,0.67,#F32835
February,2014,Go,0.13999999999999999,#66D0DE
February,2014,Groovy,0.44999999999999996,#619CBC
February,2014,Haskell,0.33999999999999997,#8F4E8B
February,2014,Java,26.22,#F8981E
February,2014,JavaScript,7.380000000000001,#F3D23C
February,2014,Julia,0.16999999999999998,#369325
February,2014,Kotlin,0,#7F52FF
February,2014,Lua,0.62,#0F007C
February,2014,Matlab,3.0700000000000003,#F0800E
February,2014,Objective-C,6.65,#AFB6CA
February,2014,Perl,1.51,#113E62
February,2014,PHP,13.08,#7277AD
February,2014,Python,10.02,#336994
February,2014,R,2.18,#2566B5
February,2014,Ruby,2.6,#B01E00
February,2014,Rust,0.2,#000000
February,2014,Scala,0.67,#DE3424
February,2014,Swift,0.06,#E94F37
February,2014,TypeScript,0.12,#3178C6
February,2014,VBA,1.69,#93217F
February,2014,Visual Basic,2.93,NA
March,2014,Abap,0.6,#06A9EA
March,2014,Ada,0.31,#101EC8
March,2014,C/C++,8.129999999999999,#00599C
March,2014,C#,9.65,#813084
March,2014,Cobol,0.33999999999999997,#1D1063
March,2014,Dart,0.16999999999999998,#2DB6F6
March,2014,Delphi,0.69,#F32835
March,2014,Go,0.13999999999999999,#66D0DE
March,2014,Groovy,0.45999999999999996,#619CBC
March,2014,Haskell,0.35000000000000003,#8F4E8B
March,2014,Java,25.900000000000002,#F8981E
March,2014,JavaScript,7.6,#F3D23C
March,2014,Julia,0.18,#369325
March,2014,Kotlin,0,#7F52FF
March,2014,Lua,0.61,#0F007C
March,2014,Matlab,3.1300000000000003,#F0800E
March,2014,Objective-C,6.9,#AFB6CA
March,2014,Perl,1.35,#113E62
March,2014,PHP,12.950000000000001,#7277AD
March,2014,Python,9.94,#336994
March,2014,R,2.21,#2566B5
March,2014,Ruby,2.6,#B01E00
March,2014,Rust,0.26,#000000
March,2014,Scala,0.67,#DE3424
March,2014,Swift,0.12,#E94F37
March,2014,TypeScript,0.11,#3178C6
March,2014,VBA,1.69,#93217F
March,2014,Visual Basic,2.9499999999999997,NA
April,2014,Abap,0.62,#06A9EA
April,2014,Ada,0.32,#101EC8
April,2014,C/C++,8.110000000000001,#00599C
April,2014,C#,9.700000000000001,#813084
April,2014,Cobol,0.33999999999999997,#1D1063
April,2014,Dart,0.19,#2DB6F6
April,2014,Delphi,0.69,#F32835
April,2014,Go,0.15,#66D0DE
April,2014,Groovy,0.45999999999999996,#619CBC
April,2014,Haskell,0.36,#8F4E8B
April,2014,Java,26.22,#F8981E
April,2014,JavaScript,7.7,#F3D23C
April,2014,Julia,0.19,#369325
April,2014,Kotlin,0,#7F52FF
April,2014,Lua,0.61,#0F007C
April,2014,Matlab,3.08,#F0800E
April,2014,Objective-C,6.52,#AFB6CA
April,2014,Perl,1.18,#113E62
April,2014,PHP,13,#7277AD
April,2014,Python,10.059999999999999,#336994
April,2014,R,2.19,#2566B5
April,2014,Ruby,2.54,#B01E00
April,2014,Rust,0.27,#000000
April,2014,Scala,0.65,#DE3424
April,2014,Swift,0.19,#E94F37
April,2014,TypeScript,0.11,#3178C6
April,2014,VBA,1.7000000000000002,#93217F
April,2014,Visual Basic,2.85,NA
May,2014,Abap,0.64,#06A9EA
May,2014,Ada,0.32,#101EC8
May,2014,C/C++,8,#00599C
May,2014,C#,9.73,#813084
May,2014,Cobol,0.35000000000000003,#1D1063
May,2014,Dart,0.2,#2DB6F6
May,2014,Delphi,0.73,#F32835
May,2014,Go,0.16,#66D0DE
May,2014,Groovy,0.48,#619CBC
May,2014,Haskell,0.37,#8F4E8B
May,2014,Java,25.990000000000002,#F8981E
May,2014,JavaScript,7.8100000000000005,#F3D23C
May,2014,Julia,0.19,#369325
May,2014,Kotlin,0,#7F52FF
May,2014,Lua,0.66,#0F007C
May,2014,Matlab,3.04,#F0800E
May,2014,Objective-C,6.4799999999999995,#AFB6CA
May,2014,Perl,1.03,#113E62
May,2014,PHP,13,#7277AD
May,2014,Python,10.14,#336994
May,2014,R,2.21,#2566B5
May,2014,Ruby,2.6100000000000003,#B01E00
May,2014,Rust,0.3,#000000
May,2014,Scala,0.69,#DE3424
May,2014,Swift,0.25,#E94F37
May,2014,TypeScript,0.12,#3178C6
May,2014,VBA,1.71,#93217F
May,2014,Visual Basic,2.79,NA
June,2014,Abap,0.63,#06A9EA
June,2014,Ada,0.31,#101EC8
June,2014,C/C++,7.9399999999999995,#00599C
June,2014,C#,9.75,#813084
June,2014,Cobol,0.37,#1D1063
June,2014,Dart,0.2,#2DB6F6
June,2014,Delphi,0.69,#F32835
June,2014,Go,0.16,#66D0DE
June,2014,Groovy,0.47000000000000003,#619CBC
June,2014,Haskell,0.36,#8F4E8B
June,2014,Java,26.11,#F8981E
June,2014,JavaScript,7.82,#F3D23C
June,2014,Julia,0.19,#369325
June,2014,Kotlin,0,#7F52FF
June,2014,Lua,0.66,#0F007C
June,2014,Matlab,2.9899999999999998,#F0800E
June,2014,Objective-C,6.4399999999999995,#AFB6CA
June,2014,Perl,0.89,#113E62
June,2014,PHP,13.04,#7277AD
June,2014,Python,10.27,#336994
June,2014,R,2.3,#2566B5
June,2014,Ruby,2.6100000000000003,#B01E00
June,2014,Rust,0.32,#000000
June,2014,Scala,0.66,#DE3424
June,2014,Swift,0.32,#E94F37
June,2014,TypeScript,0.12,#3178C6
June,2014,VBA,1.67,#93217F
June,2014,Visual Basic,2.7199999999999998,NA
July,2014,Abap,0.63,#06A9EA
July,2014,Ada,0.32,#101EC8
July,2014,C/C++,7.89,#00599C
July,2014,C#,9.73,#813084
July,2014,Cobol,0.33999999999999997,#1D1063
July,2014,Dart,0.19,#2DB6F6
July,2014,Delphi,0.67,#F32835
July,2014,Go,0.16999999999999998,#66D0DE
July,2014,Groovy,0.48,#619CBC
July,2014,Haskell,0.33999999999999997,#8F4E8B
July,2014,Java,26.19,#F8981E
July,2014,JavaScript,7.8100000000000005,#F3D23C
July,2014,Julia,0.19,#369325
July,2014,Kotlin,0,#7F52FF
July,2014,Lua,0.63,#0F007C
July,2014,Matlab,2.96,#F0800E
July,2014,Objective-C,6.419999999999999,#AFB6CA
July,2014,Perl,0.88,#113E62
July,2014,PHP,12.950000000000001,#7277AD
July,2014,Python,10.17,#336994
July,2014,R,2.3,#2566B5
July,2014,Ruby,2.63,#B01E00
July,2014,Rust,0.3,#000000
July,2014,Scala,0.65,#DE3424
July,2014,Swift,0.69,#E94F37
July,2014,TypeScript,0.11,#3178C6
July,2014,VBA,1.67,#93217F
July,2014,Visual Basic,2.69,NA
August,2014,Abap,0.62,#06A9EA
August,2014,Ada,0.27999999999999997,#101EC8
August,2014,C/C++,7.86,#00599C
August,2014,C#,9.67,#813084
August,2014,Cobol,0.33,#1D1063
August,2014,Dart,0.16999999999999998,#2DB6F6
August,2014,Delphi,0.63,#F32835
August,2014,Go,0.16999999999999998,#66D0DE
August,2014,Groovy,0.45999999999999996,#619CBC
August,2014,Haskell,0.31,#8F4E8B
August,2014,Java,26.400000000000002,#F8981E
August,2014,JavaScript,7.66,#F3D23C
August,2014,Julia,0.18,#369325
August,2014,Kotlin,0,#7F52FF
August,2014,Lua,0.59,#0F007C
August,2014,Matlab,2.9000000000000004,#F0800E
August,2014,Objective-C,6.34,#AFB6CA
August,2014,Perl,0.9900000000000001,#113E62
August,2014,PHP,12.97,#7277AD
August,2014,Python,10.280000000000001,#336994
August,2014,R,2.3,#2566B5
August,2014,Ruby,2.65,#B01E00
August,2014,Rust,0.24,#000000
August,2014,Scala,0.65,#DE3424
August,2014,Swift,0.97,#E94F37
August,2014,TypeScript,0.11,#3178C6
August,2014,VBA,1.6500000000000001,#93217F
August,2014,Visual Basic,2.62,NA
September,2014,Abap,0.63,#06A9EA
September,2014,Ada,0.27999999999999997,#101EC8
September,2014,C/C++,7.91,#00599C
September,2014,C#,9.65,#813084
September,2014,Cobol,0.33,#1D1063
September,2014,Dart,0.15,#2DB6F6
September,2014,Delphi,0.63,#F32835
September,2014,Go,0.18,#66D0DE
September,2014,Groovy,0.47000000000000003,#619CBC
September,2014,Haskell,0.3,#8F4E8B
September,2014,Java,26.33,#F8981E
September,2014,JavaScript,7.57,#F3D23C
September,2014,Julia,0.16999999999999998,#369325
September,2014,Kotlin,0,#7F52FF
September,2014,Lua,0.59,#0F007C
September,2014,Matlab,2.83,#F0800E
September,2014,Objective-C,6.2,#AFB6CA
September,2014,Perl,1.17,#113E62
September,2014,PHP,12.86,#7277AD
September,2014,Python,10.27,#336994
September,2014,R,2.4,#2566B5
September,2014,Ruby,2.6599999999999997,#B01E00
September,2014,Rust,0.21,#000000
September,2014,Scala,0.69,#DE3424
September,2014,Swift,1.24,#E94F37
September,2014,TypeScript,0.11,#3178C6
September,2014,VBA,1.63,#93217F
September,2014,Visual Basic,2.56,NA
October,2014,Abap,0.58,#06A9EA
October,2014,Ada,0.27999999999999997,#101EC8
October,2014,C/C++,8.03,#00599C
October,2014,C#,9.66,#813084
October,2014,Cobol,0.32,#1D1063
October,2014,Dart,0.13999999999999999,#2DB6F6
October,2014,Delphi,0.62,#F32835
October,2014,Go,0.19,#66D0DE
October,2014,Groovy,0.44999999999999996,#619CBC
October,2014,Haskell,0.29,#8F4E8B
October,2014,Java,26.16,#F8981E
October,2014,JavaScript,7.489999999999999,#F3D23C
October,2014,Julia,0.16999999999999998,#369325
October,2014,Kotlin,0,#7F52FF
October,2014,Lua,0.5599999999999999,#0F007C
October,2014,Matlab,2.88,#F0800E
October,2014,Objective-C,6.2700000000000005,#AFB6CA
October,2014,Perl,1.23,#113E62
October,2014,PHP,12.629999999999999,#7277AD
October,2014,Python,10.440000000000001,#336994
October,2014,R,2.41,#2566B5
October,2014,Ruby,2.6100000000000003,#B01E00
October,2014,Rust,0.2,#000000
October,2014,Scala,0.7100000000000001,#DE3424
October,2014,Swift,1.55,#E94F37
October,2014,TypeScript,0.1,#3178C6
October,2014,VBA,1.5599999999999998,#93217F
October,2014,Visual Basic,2.48,NA
November,2014,Abap,0.5599999999999999,#06A9EA
November,2014,Ada,0.27999999999999997,#101EC8
November,2014,C/C++,8.08,#00599C
November,2014,C#,9.569999999999999,#813084
November,2014,Cobol,0.3,#1D1063
November,2014,Dart,0.15,#2DB6F6
